Time,data
1717235673.8908284,0.44857554721030046
1717235673.989151,0.4649439306151645
1717235673.9892788,0.4649439306151645
1717235674.0888317,0.48294915236051517
1717235674.089166,0.48294915236051517
1717235674.1887918,0.49768069742489274
1717235674.1889696,0.49768069742489274
1717235674.289648,0.5156859191702433
1717235674.289809,0.5156859191702433
1717235674.3899071,0.5304174642346209
1717235674.3900392,0.5304174642346209
1717235674.4903793,0.546785847639485
1717235674.4905283,0.546785847639485
1717235674.5912187,0.5647910693848355
1717235674.591446,0.5647910693848355
1717235674.6908865,0.5795226144492132
1717235674.691067,0.5795226144492132
1717235674.7904282,0.5975278361945636
1717235674.7906103,0.5975278361945636
1717235674.891289,0.6122593812589413
1717235674.8914254,0.6122593812589413
1717235674.9911313,0.6286277646638053
1717235674.9912703,0.6286277646638053
1717235675.0921195,0.6466329864091559
1717235675.0923662,0.6466329864091559
1717235675.1919053,0.6613645314735337
1717235675.1920383,0.6613645314735337
1717235675.2917438,0.6793697532188842
1717235675.2918417,0.6793697532188842
1717235675.3939507,0.6941012982832618
1717235675.3941805,0.6941012982832618
1717235675.494003,0.7104696816881259
1717235675.4941578,0.7104696816881259
1717235675.5933027,0.7284749034334764
1717235675.5934393,0.7284749034334764
1717235675.6931658,0.743206448497854
1717235675.693325,0.743206448497854
1717235675.7933455,0.7612116702432046
1717235675.7935803,0.7612116702432046
1717235675.8949642,0.7759432153075821
1717235675.8957121,0.7759432153075821
1717235675.9958658,0.7923115987124464
1717235675.9959881,0.7923115987124464
1717235676.0942209,0.8103168204577967
1717235676.0943716,0.8103168204577967
1717235676.194009,0.8250483655221745
1717235676.1941202,0.8250483655221745
1717235676.2942412,0.8430535872675251
1717235676.2943776,0.8430535872675251
1717235676.3955677,0.8577851323319027
1717235676.3957615,0.8577851323319027
1717235676.495759,0.8741535157367668
1717235676.4959137,0.8741535157367668
1717235676.597059,0.8921587374821173
1717235676.5971951,0.8921587374821173
1717235676.69876,0.9068902825464951
1717235676.698858,0.9068902825464951
1717235676.7966993,0.9248955042918454
1717235676.7968285,0.9248955042918454
1717235676.8962197,0.9396270493562232
1717235676.8963487,0.9396270493562232
1717235677.0002997,0.9559954327610873
1717235677.0004556,0.9559954327610873
1717235677.0978205,-0.7538755301185887
1717235677.0980103,-0.7538755301185887
1717235677.196838,-0.7402820443295706
1717235677.1971042,-0.7402820443295706
1717235677.2966661,-0.7262436382477165
1717235677.2971256,-0.7262436382477165
1717235677.3969398,-0.7168651868118824
1717235677.3970723,-0.7168651868118824
1717235677.4971044,-0.7086692866806915
1717235677.4972963,-0.7086692866806915
1717235677.5971837,-0.7023584435796745
1717235677.5973346,-0.7023584435796745
1717235677.6973855,-0.6993025436736162
1717235677.6975148,-0.6993025436736162
1717235677.7972114,-0.6981317007977318
1717235677.7973163,-0.6981317007977318
1717235677.898674,-0.6981317007977318
1717235677.898879,-0.6981317007977318
1717235677.9981291,-0.6981317007977318
1717235677.9982817,-0.6981317007977318
1717235678.0984287,-0.6981317007977318
1717235678.0986617,-0.6981317007977318
1717235678.1988058,-0.6981317007977318
1717235678.1990013,-0.6981317007977318
1717235678.2991412,-0.6981317007977318
1717235678.2992332,-0.6981317007977318
1717235678.4007363,-0.6981317007977318
1717235678.4009423,-0.6981317007977318
1717235678.4999692,-0.6981317007977318
1717235678.5000973,-0.6981317007977318
1717235678.602333,-0.6981317007977318
1717235678.602511,-0.6981317007977318
1717235678.7013328,-0.6981317007977318
1717235678.701444,-0.6981317007977318
1717235678.800479,-0.6981317007977318
1717235678.8006392,-0.6981317007977318
1717235678.9003031,-0.6981317007977318
1717235678.9004097,-0.6981317007977318
1717235679.0010958,-0.6981317007977318
1717235679.0012877,-0.6981317007977318
1717235679.101496,-0.6981317007977318
1717235679.1016052,-0.6981317007977318
1717235679.2013137,-0.6981317007977318
1717235679.2014868,-0.6981317007977318
1717235679.3012137,-0.6981317007977318
1717235679.3014028,-0.6981317007977318
1717235679.4013422,-0.6981317007977318
1717235679.4015257,-0.6981317007977318
1717235679.5032494,-0.6981317007977318
1717235679.503607,-0.6981317007977318
1717235679.6029503,-0.6981317007977318
1717235679.603077,-0.6981317007977318
1717235679.7020388,-0.6981317007977318
1717235679.702207,-0.6981317007977318
1717235679.8036027,-0.6981317007977318
1717235679.8037748,-0.6981317007977318
1717235679.9036174,-0.6981317007977318
1717235679.903858,-0.6981317007977318
1717235680.0032287,-0.6981317007977318
1717235680.0033903,-0.6981317007977318
1717235680.1023932,-0.6981317007977318
1717235680.102533,-0.6981317007977318
1717235680.203847,-0.6981317007977318
1717235680.2040098,-0.6981317007977318
1717235680.3039703,-0.6981317007977318
1717235680.3041568,-0.6981317007977318
1717235680.4034054,-0.6981317007977318
1717235680.403547,-0.6981317007977318
1717235680.5050213,-0.6981317007977318
1717235680.5052118,-0.6981317007977318
1717235680.6045973,-0.6981317007977318
1717235680.6047091,-0.6981317007977318
1717235680.704325,-0.6981317007977318
1717235680.7045298,-0.6981317007977318
